"","TeamID","TeamScore","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF","Outcome"
"365",1314,108,44,65,8,16,12,17,11,21,28,7,3,5,18,"W"
"366",1397,76,26,59,5,19,19,29,16,30,12,20,5,3,24,"W"
"367",1400,75,25,57,13,26,12,21,16,25,17,13,3,7,19,"W"
"368",1437,84,30,56,6,13,18,24,6,31,15,15,8,2,27,"W"
"369",1443,72,25,52,6,16,16,21,8,23,11,14,13,6,19,"W"
"370",1257,79,26,50,4,14,23,30,9,34,14,20,6,7,23,"W"
"371",1314,68,25,58,5,15,13,19,14,32,11,13,5,5,16,"W"
"372",1417,88,29,58,4,9,26,35,17,34,17,19,6,8,22,"W"
"373",1462,79,28,59,11,19,12,21,15,26,16,12,3,5,25,"W"
"374",1172,73,26,53,12,24,9,12,11,17,18,7,9,0,19,"W"
"375",1242,72,24,45,8,19,16,20,7,26,16,18,8,5,18,"W"
"376",1272,92,31,59,4,13,26,35,17,22,13,9,9,7,16,"W"
"377",1400,82,32,65,7,22,11,18,14,28,16,6,7,5,14,"W"
"378",1314,83,31,58,3,11,18,21,15,18,16,14,9,0,17,"W"
"379",1417,76,28,52,7,15,13,18,13,24,17,14,6,6,19,"W"
"380",1242,59,23,52,5,14,8,14,10,28,12,14,5,5,16,"W"
"381",1272,85,26,52,3,11,30,36,7,32,18,7,4,5,13,"W"
"382",1242,84,34,64,5,15,11,14,11,31,17,19,10,9,21,"W"
"383",1272,78,27,64,4,12,20,23,15,28,10,9,7,6,14,"W"
"384",1242,75,29,55,3,12,14,15,9,30,14,17,11,1,18,"W"
"385",1287,58,18,50,4,15,18,24,16,34,13,21,6,2,14,"W"
"386",1163,103,37,71,6,24,23,39,17,41,28,10,12,6,11,"W"
"387",1181,86,28,57,9,20,21,25,17,21,21,15,6,3,14,"W"
"388",1211,77,23,44,5,15,26,31,7,27,15,8,5,5,18,"W"
"389",1261,75,27,55,6,14,15,21,9,21,14,11,11,8,20,"W"
"390",1268,84,31,63,6,16,16,24,16,20,18,9,5,1,17,"W"
"391",1272,81,29,59,11,28,12,21,12,23,19,14,14,3,16,"W"
"392",1276,62,20,51,10,26,12,15,9,24,16,14,5,3,11,"W"
"393",1314,101,38,84,5,14,20,24,20,39,17,12,11,8,13,"W"
"394",1328,82,29,48,4,12,20,32,7,38,15,15,5,6,11,"W"
"395",1345,61,21,52,3,15,16,22,10,22,11,10,8,3,13,"W"
"396",1400,76,27,57,11,20,11,19,14,27,12,14,6,1,18,"W"
"397",1401,79,30,52,6,17,13,19,7,28,20,14,2,6,15,"W"
"398",1417,65,21,52,6,12,17,19,9,24,9,12,9,1,20,"W"
"399",1437,80,24,50,6,18,26,29,10,28,15,16,8,8,12,"W"
"400",1443,76,27,56,9,19,13,22,9,28,13,15,8,4,12,"W"
"401",1449,71,27,62,2,9,15,21,17,28,13,15,5,0,21,"W"
"402",1112,84,30,55,4,12,20,28,11,23,11,14,13,2,15,"W"
"403",1113,66,20,39,8,14,18,24,3,24,12,11,4,1,14,"W"
"404",1156,84,31,65,6,15,16,22,14,18,15,6,9,1,17,"W"
"405",1173,68,25,54,4,10,14,23,13,19,14,9,5,2,22,"W"
"406",1242,84,32,64,4,12,16,20,10,29,17,5,5,2,17,"W"
"407",1257,74,29,50,10,24,6,11,8,21,19,19,9,4,16,"W"
"408",1266,58,17,47,5,19,19,23,10,22,7,9,4,2,14,"W"
"409",1277,77,28,61,4,13,17,23,17,32,15,10,6,4,15,"W"
"410",1281,78,28,59,5,20,17,19,9,28,19,4,4,1,11,"W"
"411",1329,77,30,53,7,21,10,13,8,23,13,12,5,0,19,"W"
"412",1338,72,24,55,7,19,17,23,9,38,16,18,5,3,16,"W"
"413",1373,74,24,72,6,24,20,28,23,30,13,22,9,3,18,"W"
"414",1393,59,25,55,2,16,7,10,12,43,14,21,3,11,12,"W"
"415",1425,72,27,51,4,9,14,19,11,24,19,13,7,6,18,"W"
"416",1458,61,22,54,9,27,8,12,5,21,10,9,4,2,16,"W"
"417",1462,77,29,54,8,19,11,18,10,24,12,7,5,2,17,"W"
"418",1163,92,33,57,5,10,21,27,12,27,20,9,3,5,16,"W"
"419",1181,74,23,53,7,14,21,27,12,19,9,9,8,2,20,"W"
"420",1211,83,30,60,9,21,14,19,9,22,18,11,4,4,12,"W"
"421",1272,89,31,53,10,19,17,22,8,27,21,13,6,3,17,"W"
"422",1314,84,32,59,6,13,14,18,11,21,13,10,11,5,9,"W"
"423",1328,73,25,51,6,19,17,27,13,22,18,11,5,4,13,"W"
"424",1345,76,25,64,7,16,19,23,15,25,15,11,5,7,21,"W"
"425",1437,89,31,67,8,25,19,27,16,25,20,11,11,1,22,"W"
"426",1112,71,22,44,3,11,24,28,6,27,12,11,8,3,19,"W"
"427",1242,60,23,53,3,16,11,22,11,39,9,17,5,12,11,"W"
"428",1257,79,32,65,9,20,6,13,19,28,18,17,3,7,13,"W"
"429",1277,74,22,51,6,13,24,31,12,24,20,16,5,1,18,"W"
"430",1281,83,31,64,7,22,14,20,10,20,14,7,6,4,23,"W"
"431",1338,84,28,57,11,28,17,26,19,22,18,14,2,5,12,"W"
"432",1393,78,26,47,9,20,17,21,4,29,18,10,4,0,15,"W"
"433",1462,60,18,46,6,14,18,26,7,30,12,14,4,5,20,"W"
"434",1163,72,25,56,3,8,19,30,14,34,19,13,6,6,12,"W"
"435",1281,102,33,62,6,16,30,45,12,25,17,12,9,3,24,"W"
"436",1338,60,22,65,4,15,12,19,18,26,9,9,9,3,13,"W"
"437",1437,77,27,64,4,18,19,23,13,36,9,12,5,5,23,"W"
"438",1257,103,38,66,14,29,13,14,11,25,29,9,10,3,15,"W"
"439",1277,67,23,59,5,15,16,17,13,18,17,13,13,2,16,"W"
"440",1314,98,36,68,11,19,15,27,11,31,23,9,8,4,17,"W"
"441",1328,84,32,59,9,21,11,18,15,21,19,18,11,3,14,"W"
"442",1163,82,27,53,2,12,26,32,11,36,15,17,3,8,13,"W"
"443",1437,78,25,56,6,20,22,23,13,20,9,13,6,5,24,"W"
"444",1277,64,24,52,8,16,8,11,13,24,19,12,7,1,22,"W"
"445",1314,72,26,51,5,14,15,16,6,21,13,12,9,2,19,"W"
"446",1277,82,31,72,6,19,14,20,18,24,18,11,11,3,25,"W"
"447",1314,83,25,62,11,22,22,37,14,34,16,12,6,6,20,"W"
"448",1314,89,28,61,5,12,28,40,11,24,13,7,9,0,22,"W"
"449",1115,61,17,44,6,16,21,28,10,29,12,10,3,7,16,"W"
"450",1124,68,26,59,5,20,11,17,8,39,18,14,8,2,18,"W"
"451",1139,77,23,50,13,31,18,28,8,24,14,10,6,1,13,"W"
"452",1140,99,32,65,10,23,25,32,10,23,11,12,12,2,17,"W"
"453",1242,90,38,69,9,21,5,10,14,27,17,14,10,11,18,"W"
"454",1243,82,31,61,7,18,13,20,17,23,12,11,9,10,25,"W"
"455",1246,100,31,60,15,33,23,34,11,33,27,14,8,11,24,"W"
"456",1293,66,25,60,7,15,9,17,15,24,13,11,4,4,21,"W"
"457",1307,62,22,53,5,20,13,23,10,21,14,6,8,3,14,"W"
"458",1320,69,20,45,9,19,20,23,13,22,11,16,7,2,16,"W"
"459",1325,97,32,55,13,23,20,26,8,18,15,12,6,3,18,"W"
"460",1330,51,20,48,3,13,8,12,9,22,11,8,7,2,9,"W"
"461",1388,80,26,53,8,19,20,28,19,21,11,13,5,3,15,"W"
"462",1397,62,20,52,8,17,14,18,13,19,10,11,3,3,19,"W"
"463",1437,73,18,51,6,22,31,40,11,18,9,16,13,10,19,"W"
"464",1448,81,30,70,6,18,15,24,20,39,15,20,2,4,24,"W"
"465",1449,80,30,55,9,14,11,16,7,21,21,12,4,6,15,"W"
"466",1143,77,26,51,8,15,17,22,7,21,17,14,8,3,14,"W"
"467",1165,78,27,48,9,23,15,19,10,20,10,11,7,2,12,"W"
"468",1181,73,24,47,6,13,19,28,13,28,12,14,5,4,12,"W"
"469",1210,64,19,44,2,10,24,25,10,22,11,13,8,1,15,"W"
"470",1211,67,21,42,3,10,22,30,6,32,11,15,5,5,19,"W"
"471",1268,89,32,68,4,17,21,25,17,33,18,10,2,4,20,"W"
"472",1277,70,20,53,7,19,23,33,14,26,16,9,5,4,22,"W"
"473",1281,86,30,58,5,17,21,29,9,21,21,9,15,3,16,"W"
"474",1326,68,21,52,10,22,16,18,8,30,14,9,5,12,12,"W"
"475",1338,89,30,56,4,12,25,36,9,29,18,15,10,1,26,"W"
"476",1345,72,27,59,5,17,13,19,6,32,21,14,8,7,14,"W"
"477",1393,79,30,55,10,22,9,11,13,27,24,16,8,8,14,"W"
"478",1401,69,25,51,8,18,11,14,7,32,12,11,4,1,13,"W"
"479",1452,77,24,58,4,15,25,31,14,35,20,9,7,4,16,"W"
"480",1458,53,20,54,1,9,12,19,10,20,3,4,7,0,14,"W"
"481",1462,65,23,67,7,20,12,19,20,30,15,6,6,3,16,"W"
"482",1124,76,28,54,8,20,12,17,11,19,15,13,8,6,19,"W"
"483",1139,54,18,50,7,20,11,19,7,15,10,6,6,1,14,"W"
"484",1243,84,23,56,11,27,27,30,15,24,14,15,7,3,20,"W"
"485",1246,90,38,63,7,21,7,17,14,28,21,11,6,6,21,"W"
"486",1320,69,22,55,9,26,16,19,11,19,11,9,9,1,16,"W"
"487",1388,75,24,48,7,19,20,26,6,27,6,12,2,3,12,"W"
"488",1397,83,34,60,5,14,10,18,11,30,21,16,8,3,22,"W"
"489",1449,82,32,66,8,17,10,20,12,28,21,5,6,7,18,"W"
"490",1165,87,33,54,8,15,13,16,9,20,14,8,8,1,14,"W"
"491",1181,68,27,57,3,17,11,17,11,23,11,5,4,5,15,"W"
"492",1277,85,32,58,10,18,11,14,13,29,18,19,3,5,19,"W"
"493",1326,75,25,51,8,21,17,23,7,22,17,18,8,3,17,"W"
"494",1345,63,26,63,6,17,5,6,5,34,11,12,12,6,18,"W"
"495",1393,87,29,53,12,25,17,23,8,30,17,15,4,2,17,"W"
"496",1452,68,19,47,5,15,25,33,13,28,12,10,4,5,16,"W"
"497",1462,71,24,50,8,16,15,23,5,26,9,7,4,3,16,"W"
"498",1139,63,21,52,6,24,15,21,5,23,9,7,13,2,15,"W"
"499",1243,101,37,78,8,19,19,29,16,24,19,12,5,11,25,"W"
"500",1246,62,22,50,2,16,16,26,13,28,15,13,12,6,17,"W"
"501",1452,69,26,65,4,15,13,17,23,26,14,23,11,4,15,"W"
"502",1124,72,28,61,8,17,8,10,15,26,14,7,8,1,9,"W"
"503",1181,70,22,55,6,15,20,24,16,32,11,14,4,2,20,"W"
"504",1277,59,19,44,7,19,14,19,6,26,15,10,8,3,19,"W"
"505",1397,76,30,64,4,15,12,15,20,21,15,16,6,3,20,"W"
"506",1139,63,21,46,7,15,14,20,12,29,9,20,7,1,16,"W"
"507",1452,73,20,52,10,23,23,34,10,26,14,12,5,6,22,"W"
"508",1181,78,22,61,11,23,23,29,23,20,15,11,7,0,15,"W"
"509",1277,70,24,52,6,18,16,21,13,14,12,11,8,8,20,"W"
"510",1139,52,15,49,5,21,17,24,11,21,5,8,12,2,17,"W"
"511",1181,78,29,55,13,25,7,9,11,18,20,6,5,1,16,"W"
"512",1181,61,23,52,5,17,10,16,11,26,12,12,5,7,14,"W"
"513",1155,70,26,50,4,13,14,16,4,25,17,12,10,2,12,"W"
"514",1421,81,27,54,4,12,23,28,6,29,17,15,6,1,25,"W"
"515",1427,70,23,54,4,16,20,30,10,30,14,13,4,0,14,"W"
"516",1433,59,20,59,9,24,10,15,17,23,11,9,5,3,24,"W"
"517",1139,60,22,54,7,26,9,11,18,14,11,15,8,1,21,"W"
"518",1140,74,24,61,6,22,20,24,10,29,14,10,9,1,22,"W"
"519",1153,78,29,54,4,11,16,22,13,23,14,11,3,2,15,"W"
"520",1163,81,32,66,9,24,8,9,13,36,20,6,5,6,13,"W"
"521",1196,79,29,53,8,23,13,17,9,26,22,12,11,2,15,"W"
"522",1211,86,28,52,9,15,21,26,12,31,20,15,6,2,15,"W"
"523",1243,73,22,54,5,17,24,28,12,21,14,11,2,1,17,"W"
"524",1246,59,24,47,5,11,6,11,6,20,12,9,5,7,8,"W"
"525",1287,62,21,57,9,19,11,18,17,24,11,18,12,1,13,"W"
"526",1338,74,25,59,8,19,16,25,22,28,18,12,4,1,16,"W"
"527",1350,69,26,56,12,24,5,12,10,17,14,3,4,9,18,"W"
"528",1361,68,27,66,9,22,5,8,15,30,11,4,5,5,8,"W"
"529",1396,66,24,49,5,18,13,15,8,20,10,10,6,5,13,"W"
"530",1417,78,22,48,4,11,30,47,13,26,13,16,7,8,20,"W"
"531",1452,84,27,55,5,13,25,31,14,23,15,11,6,1,21,"W"
"532",1458,72,20,40,12,22,20,25,6,27,13,13,3,2,17,"W"
"533",1112,77,23,50,5,19,26,31,8,21,11,14,8,2,21,"W"
"534",1181,87,32,60,9,19,14,16,9,29,17,9,9,4,11,"W"
"535",1199,57,20,43,4,15,13,20,6,29,14,13,6,10,17,"W"
"536",1206,61,21,52,4,14,15,24,12,24,12,9,3,1,15,"W"
"537",1228,73,28,47,7,13,10,14,5,28,21,15,3,2,17,"W"
"538",1242,72,29,57,9,20,5,8,11,29,19,14,5,1,13,"W"
"539",1266,66,24,45,5,12,13,19,5,21,13,15,6,2,18,"W"
"540",1276,75,33,64,9,26,0,1,12,24,20,11,5,2,17,"W"
"541",1314,102,34,67,3,17,31,42,12,42,21,18,3,10,19,"W"
"542",1323,69,21,47,7,17,20,26,6,35,16,14,5,5,11,"W"
"543",1326,75,29,52,12,24,5,8,11,24,26,13,5,3,9,"W"
"544",1345,65,23,54,5,15,14,17,14,33,12,16,7,3,13,"W"
"545",1393,77,23,44,7,16,24,31,9,26,17,15,8,4,16,"W"
"546",1400,85,30,63,4,9,21,26,15,27,14,10,4,9,14,"W"
"547",1433,74,18,44,12,25,26,39,8,22,14,6,7,4,16,"W"
"548",1449,68,26,60,4,18,12,14,11,18,10,5,6,1,19,"W"
"549",1139,71,24,52,12,27,11,14,5,17,12,6,2,2,18,"W"
"550",1140,89,31,59,14,28,13,15,4,23,17,8,10,6,19,"W"
"551",1163,69,19,44,6,16,25,30,9,26,10,9,3,3,13,"W"
"552",1196,73,27,54,6,14,13,17,8,24,13,8,2,4,18,"W"
"553",1246,71,24,50,6,18,17,24,9,25,12,10,1,6,19,"W"
"554",1350,65,26,55,4,16,9,13,10,22,18,6,5,4,12,"W"
"555",1361,71,28,65,6,11,9,9,13,29,13,13,6,6,14,"W"
"556",1458,70,21,50,9,20,19,23,10,20,12,5,4,2,18,"W"
"557",1112,70,24,54,8,14,14,22,11,21,17,12,8,2,20,"W"
"558",1181,73,25,49,5,20,18,25,10,23,12,11,1,2,18,"W"
"559",1199,71,22,48,9,19,18,25,9,31,15,12,2,9,18,"W"
"560",1242,73,27,52,4,12,15,20,7,29,17,12,5,2,11,"W"
"561",1266,66,21,51,5,11,19,23,12,18,15,14,11,1,13,"W"
"562",1314,86,31,66,6,12,18,23,12,25,18,9,7,5,9,"W"
"563",1326,98,36,59,16,26,10,18,11,22,23,9,8,1,11,"W"
"564",1433,94,37,65,8,21,12,14,9,26,26,4,4,2,13,"W"
"565",1112,93,34,63,9,15,16,21,16,24,15,12,7,3,21,"W"
"566",1139,61,19,45,5,18,18,26,10,27,7,14,8,2,19,"W"
"567",1163,74,27,57,8,16,12,16,9,26,13,9,5,3,16,"W"
"568",1196,83,31,65,11,34,10,22,10,35,23,15,8,5,12,"W"
"569",1242,77,30,63,9,19,8,10,15,28,20,9,7,3,14,"W"
"570",1246,62,22,48,6,17,12,14,7,25,11,11,3,11,18,"W"
"571",1314,81,31,74,5,16,14,21,22,26,15,7,11,8,16,"W"
"572",1433,72,24,53,12,26,12,20,7,25,18,17,12,1,20,"W"
"573",1139,74,24,60,9,33,17,27,16,25,8,10,2,1,20,"W"
"574",1163,65,23,56,5,17,14,18,11,20,10,5,5,6,15,"W"
"575",1246,76,27,56,12,22,10,16,9,25,16,14,10,5,13,"W"
"576",1433,71,21,53,12,25,17,22,9,26,14,13,7,1,18,"W"
"577",1139,70,21,59,8,23,20,26,16,32,8,9,5,2,16,"W"
"578",1163,56,23,49,1,12,9,11,6,32,16,15,5,3,13,"W"
"579",1163,53,19,55,1,11,14,16,17,36,6,11,4,10,15,"W"
"580",1140,78,30,62,7,20,11,20,10,33,21,20,9,7,14,"W"
"581",1443,59,19,62,2,16,19,33,26,34,10,28,7,9,18,"W"
"582",1378,65,28,49,5,15,4,8,5,27,15,11,3,4,14,"W"
"583",1436,71,25,50,4,11,17,24,9,25,16,5,3,3,19,"W"
"584",1124,68,23,52,8,20,14,20,12,23,9,12,6,2,16,"W"
"585",1160,68,22,48,7,12,17,27,9,37,12,23,4,3,18,"W"
"586",1211,77,28,50,9,17,12,16,6,25,15,10,9,2,25,"W"
"587",1231,79,32,54,7,13,8,10,7,14,15,12,12,0,12,"W"
"588",1235,77,26,54,6,16,19,20,12,29,10,11,2,4,15,"W"
"589",1243,70,21,42,2,12,26,34,5,26,12,11,4,7,18,"W"
"590",1246,81,30,54,3,10,18,25,9,30,14,12,2,9,14,"W"
"591",1257,69,21,52,1,5,26,36,13,27,8,10,5,4,19,"W"
"592",1266,88,30,66,9,20,19,26,16,32,19,16,7,3,20,"W"
"593",1293,58,20,51,5,17,13,26,10,22,9,8,9,5,8,"W"
"594",1307,75,25,50,7,21,18,24,7,24,19,14,6,7,16,"W"
"595",1326,78,26,58,5,14,21,26,16,33,11,18,6,8,19,"W"
"596",1393,72,25,56,5,23,17,24,15,18,16,9,5,5,15,"W"
"597",1433,62,25,59,6,23,6,9,10,27,9,11,8,3,12,"W"
"598",1435,79,25,46,8,18,21,30,10,25,13,16,8,5,18,"W"
"599",1458,73,23,48,10,19,17,19,11,26,15,10,3,8,15,"W"
"600",1153,65,27,59,3,16,8,16,12,28,17,9,4,4,16,"W"
"601",1166,58,22,50,9,21,5,13,7,24,14,7,4,3,11,"W"
"602",1196,71,28,53,4,23,11,17,9,30,11,12,6,0,10,"W"
"603",1199,66,24,53,7,19,11,14,9,22,13,11,9,9,14,"W"
"604",1207,74,30,49,5,12,9,13,7,25,14,12,2,3,10,"W"
"605",1242,65,23,50,5,16,14,23,7,33,12,14,6,5,17,"W"
"606",1250,75,22,52,6,18,25,37,9,25,12,8,7,1,22,"W"
"607",1277,89,40,68,3,9,6,9,15,28,21,12,6,0,17,"W"
"608",1301,79,31,53,3,9,14,21,6,32,13,10,3,3,13,"W"
"609",1313,86,32,59,10,19,12,18,14,23,14,11,2,3,20,"W"
"610",1314,77,27,65,5,18,18,24,15,22,14,11,14,6,10,"W"
"611",1325,65,22,43,6,16,15,17,4,22,13,9,6,2,12,"W"
"612",1345,72,26,57,5,16,15,18,7,25,7,10,7,2,17,"W"
"613",1378,58,17,50,8,17,16,21,14,23,7,12,10,1,16,"W"
"614",1387,61,21,46,5,13,14,18,8,26,7,17,6,1,12,"W"
"615",1462,67,22,44,5,10,18,27,10,20,11,10,6,1,14,"W"
"616",1124,80,28,64,11,20,13,18,17,24,15,11,9,4,12,"W"
"617",1231,63,24,46,6,13,9,11,8,28,13,22,6,2,13,"W"
"618",1246,87,31,56,10,20,15,22,12,28,19,11,2,5,19,"W"
"619",1257,59,22,48,7,15,8,12,7,18,9,11,9,5,14,"W"
"620",1266,62,21,55,4,15,16,21,5,31,11,12,7,4,11,"W"
"621",1326,73,25,53,9,24,14,18,9,22,13,11,6,4,17,"W"
"622",1393,75,23,45,6,9,23,29,9,23,13,14,6,8,18,"W"
"623",1458,60,23,55,10,33,4,8,10,20,13,8,4,1,16,"W"
"624",1153,62,19,50,5,15,19,23,10,23,13,15,13,5,18,"W"
"625",1196,84,28,53,10,28,18,25,13,35,13,13,4,4,12,"W"
"626",1242,63,21,62,6,24,15,23,21,23,10,7,6,4,18,"W"
"627",1277,65,25,46,4,10,11,17,5,27,12,11,2,1,19,"W"
"628",1301,66,20,54,7,15,19,31,17,24,11,10,4,3,14,"W"
"629",1314,87,33,65,8,16,13,19,11,33,16,9,4,9,8,"W"
"630",1325,62,17,43,9,18,19,25,7,18,10,9,9,1,19,"W"
"631",1462,70,24,54,7,15,15,21,12,31,8,14,2,6,15,"W"
"632",1196,68,24,59,7,27,13,15,10,32,15,11,5,9,15,"W"
"633",1257,57,21,55,9,23,6,11,11,28,15,10,9,7,11,"W"
"634",1326,81,27,56,8,17,19,27,12,23,14,11,13,1,11,"W"
"635",1393,64,27,49,5,9,5,9,7,19,5,6,4,1,13,"W"
"636",1124,75,29,57,5,15,12,14,10,25,21,13,7,3,17,"W"
"637",1242,60,24,64,1,14,11,20,20,30,13,14,9,11,14,"W"
"638",1246,102,31,64,5,10,35,37,15,24,12,6,3,4,18,"W"
"639",1314,73,26,65,7,22,14,24,22,41,18,24,4,8,13,"W"
"640",1257,72,27,60,6,16,12,15,8,22,11,6,6,3,21,"W"
"641",1326,77,21,51,4,13,31,42,14,25,10,12,4,3,20,"W"
"642",1242,80,29,63,4,14,18,24,11,30,14,8,9,3,16,"W"
"643",1246,82,24,45,4,9,30,44,8,24,15,13,9,9,19,"W"
"644",1242,64,25,56,3,11,11,14,12,30,14,17,5,8,15,"W"
"645",1246,69,28,49,2,7,11,20,6,27,9,14,7,7,14,"W"
"646",1246,67,23,56,6,14,15,21,12,31,12,11,4,11,15,"W"
"647",1299,73,27,52,8,18,11,19,6,27,10,8,6,4,19,"W"
"648",1388,67,21,46,8,14,17,25,8,25,9,7,3,0,15,"W"
"649",1241,68,26,56,8,23,8,12,14,25,17,11,3,10,16,"W"
"650",1247,80,31,49,11,21,7,12,3,19,16,10,4,1,16,"W"
"651",1112,81,29,51,9,17,14,20,12,32,13,16,2,5,21,"W"
"652",1139,68,20,55,3,17,25,28,10,31,8,5,6,3,12,"W"
"653",1143,64,26,59,5,11,7,16,8,33,18,11,7,5,19,"W"
"654",1161,84,25,51,7,14,27,33,12,30,10,14,1,3,17,"W"
"655",1211,64,23,55,8,20,10,15,11,29,14,10,6,0,16,"W"
"656",1217,68,22,42,8,18,16,20,3,23,11,13,3,3,20,"W"
"657",1257,79,31,54,4,16,13,22,12,19,14,16,20,2,13,"W"
"658",1266,59,20,58,4,15,15,19,17,24,5,9,5,4,20,"W"
"659",1272,54,20,49,5,15,9,18,10,25,12,15,9,12,18,"W"
"660",1276,71,28,55,9,20,6,9,8,21,12,9,6,3,8,"W"
"661",1277,65,26,58,6,15,7,11,20,29,16,17,6,3,16,"W"
"662",1332,68,23,59,8,22,14,21,14,30,12,18,8,3,19,"W"
"663",1387,64,25,54,4,11,10,14,10,23,17,10,10,3,15,"W"
"664",1393,81,27,52,5,11,22,31,8,32,21,8,12,5,8,"W"
"665",1433,88,35,65,8,16,10,14,13,23,15,7,11,0,17,"W"
"666",1455,73,19,49,2,20,33,41,11,26,11,11,10,1,20,"W"
"667",1166,67,19,42,7,15,22,25,7,25,16,16,2,2,11,"W"
"668",1181,73,27,46,4,11,15,21,5,23,17,11,9,3,18,"W"
"669",1195,78,21,49,6,15,30,44,7,32,15,13,5,3,18,"W"
"670",1196,79,29,61,7,21,14,23,16,27,13,8,10,2,12,"W"
"671",1228,57,16,52,8,31,17,24,11,26,10,12,8,4,12,"W"
"672",1231,83,29,55,9,23,16,21,12,26,17,9,3,3,8,"W"
"673",1235,76,29,59,9,21,9,12,5,22,19,6,4,1,13,"W"
"674",1242,64,20,42,0,6,24,30,4,31,11,17,4,9,15,"W"
"675",1247,63,21,49,7,18,14,16,8,22,12,8,4,5,13,"W"
"676",1274,78,24,52,12,22,18,21,10,31,12,11,7,4,14,"W"
"677",1278,83,31,61,9,16,12,19,11,25,19,11,7,3,19,"W"
"678",1279,57,22,57,3,15,10,16,12,31,8,10,6,6,12,"W"
"679",1314,78,24,49,11,21,19,27,6,22,18,17,10,2,14,"W"
"680",1326,95,34,71,7,15,20,25,13,31,25,10,8,7,17,"W"
"681",1361,70,24,56,6,15,16,17,11,29,15,11,5,3,11,"W"
"682",1396,76,24,50,7,18,21,33,4,20,13,5,5,4,15,"W"
"683",1112,74,27,49,9,15,11,16,3,36,13,12,4,2,20,"W"
"684",1257,82,31,55,5,9,15,18,10,19,14,9,11,2,24,"W"
"685",1266,74,23,54,5,12,23,27,14,21,9,15,9,4,17,"W"
"686",1276,78,31,60,6,20,10,11,12,29,17,12,7,0,7,"W"
"687",1277,70,26,52,4,16,14,22,14,35,14,18,10,7,14,"W"
"688",1332,74,28,53,8,11,10,16,9,29,18,18,10,4,19,"W"
"689",1393,66,18,46,4,10,26,41,14,23,7,15,10,3,16,"W"
"690",1455,76,25,50,14,28,12,18,10,20,16,15,8,6,22,"W"
"691",1181,66,19,49,7,20,21,28,7,31,9,9,7,4,20,"W"
"692",1195,81,33,59,7,18,8,12,9,22,21,13,13,5,13,"W"
"693",1196,78,21,37,10,20,26,36,6,20,13,14,7,3,18,"W"
"694",1231,58,19,45,4,13,16,20,4,28,9,12,0,2,8,"W"
"695",1242,70,24,55,5,14,17,21,15,35,11,22,7,5,11,"W"
"696",1247,76,27,55,9,23,13,18,9,21,14,12,8,4,19,"W"
"697",1274,63,22,55,9,25,10,15,13,22,12,6,4,2,10,"W"
"698",1326,78,25,49,9,18,19,26,3,19,12,9,7,2,20,"W"
"699",1266,71,27,50,3,6,14,19,10,26,14,11,3,3,11,"W"
"700",1326,73,22,52,7,13,22,26,11,21,9,8,4,3,18,"W"
"701",1393,61,21,48,4,10,15,20,7,25,4,14,11,11,17,"W"
"702",1455,72,30,67,5,12,7,9,17,30,12,8,4,8,13,"W"
"703",1181,71,20,49,7,18,24,26,5,24,8,8,3,5,17,"W"
"704",1196,62,22,57,4,15,14,23,15,20,12,10,11,3,11,"W"
"705",1257,77,28,52,4,13,17,26,9,25,10,13,7,5,19,"W"
"706",1276,87,35,71,8,23,9,17,14,24,18,10,7,1,12,"W"
"707",1393,55,19,50,5,17,12,19,11,26,8,6,9,8,11,"W"
"708",1455,70,22,59,8,20,18,23,13,27,9,12,8,9,23,"W"
"709",1257,85,29,55,2,13,25,36,11,26,8,8,10,9,23,"W"
"710",1276,79,30,65,10,19,9,13,9,26,18,11,13,5,13,"W"
"711",1257,72,22,49,9,25,19,29,11,22,10,9,8,3,23,"W"
"712",1276,61,21,53,8,24,11,20,13,24,17,10,5,3,11,"W"
"713",1257,82,28,61,8,16,18,23,15,17,18,9,9,3,22,"W"
"714",1107,71,27,47,2,9,15,19,6,36,12,14,3,1,13,"W"
"715",1301,74,29,53,4,14,12,16,6,23,16,9,4,9,14,"W"
"716",1142,81,29,51,6,15,17,22,10,18,15,10,4,4,20,"W"
"717",1397,78,24,54,5,21,25,30,10,27,13,8,2,1,14,"W"
"718",1163,89,30,66,11,24,18,20,12,22,13,9,6,2,21,"W"
"719",1173,60,22,49,3,13,13,17,4,24,12,13,10,0,14,"W"
"720",1196,67,25,49,3,12,14,18,5,25,11,10,7,5,14,"W"
"721",1217,61,19,44,6,17,17,28,9,24,9,12,4,3,15,"W"
"722",1257,71,20,55,4,13,27,35,16,26,10,12,11,8,18,"W"
"723",1276,57,22,46,7,17,6,9,6,25,15,11,8,1,8,"W"
"724",1277,93,30,56,10,19,23,25,10,32,16,14,4,2,27,"W"
"725",1295,80,27,51,6,14,20,22,6,32,12,15,5,6,20,"W"
"726",1332,87,27,54,2,13,31,38,8,29,21,8,4,4,22,"W"
"727",1338,77,31,61,4,14,11,12,9,24,18,3,12,3,13,"W"
"728",1361,73,23,59,6,17,21,27,10,30,9,11,8,9,18,"W"
"729",1387,83,31,64,9,18,12,26,9,32,16,9,7,4,26,"W"
"730",1393,77,28,57,7,17,14,17,13,28,16,12,8,6,21,"W"
